shopId,productId,productName,category,price,discount,stockAvailability,subCategory,quantity
17,1732,Shirt,clothing,900.0,10,50,Kid's Clothing,1 piece
17,1733,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
17,1734,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
17,1735,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
17,1736,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
17,1737,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
17,1738,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
17,1739,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
17,1740,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
17,1741,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
17,1742,Belt,clothing,1625.0,10,50,Accessories,1 piece
17,1743,Watch,clothing,400.0,10,50,Accessories,1 piece
17,1744,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
17,1745,Wallet,clothing,2650.0,10,50,Accessories,1 piece
17,1746,Handbag,clothing,7900.0,10,50,Accessories,1 piece
17,1747,Backpack,clothing,4500.0,10,50,Accessories,1 piece
18,180,T-Shirt,clothing,875.0,10,50,Men's Clothing,1 piece
18,181,Shirt,clothing,1450.0,10,50,Men's Clothing,1 piece
18,182,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
18,183,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
18,184,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
18,185,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
18,186,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
18,187,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
18,188,Sherwani,clothing,27500.0,10,50,Men's Clothing,1 piece
18,189,Hoodie,clothing,1850.0,10,50,Men's Clothing,1 piece
18,1810,Sweater,clothing,1500.0,10,50,Men's Clothing,1 piece
18,1811,Jacket,clothing,4600.0,10,50,Men's Clothing,1 piece
18,1812,Innerwear,clothing,475.0,10,50,Men's Clothing,1 piece
18,1813,Socks,clothing,300.0,10,50,Men's Clothing,1 pair
18,1814,Cap,clothing,850.0,10,50,Men's Clothing,1 piece
18,1815,T-Shirt,clothing,1150.0,10,50,Women's Clothing,1 piece
18,1816,Shirt,clothing,1450.0,10,50,Women's Clothing,1 piece
18,1817,Jeans,clothing,2150.0,10,50,Women's Clothing,1 pair
18,1818,Leggings,clothing,900.0,10,50,Women's Clothing,1 pair
18,1819,Trousers,clothing,1550.0,10,50,Women's Clothing,1 pair
18,1820,Kurti,clothing,1750.0,10,50,Women's Clothing,1 piece
18,1821,Saree,clothing,25500.0,10,50,Women's Clothing,1 piece
18,1822,Lehenga,clothing,1250.0,10,50,Women's Clothing,1 set
18,1823,Salwar Suit,clothing,5400.0,10,50,Women's Clothing,1 set
18,1824,Hoodie,clothing,2150.0,10,50,Women's Clothing,1 piece
18,1825,Sweater,clothing,1750.0,10,50,Women's Clothing,1 piece
18,1826,Jacket,clothing,5750.0,10,50,Women's Clothing,1 piece
18,1827,Nightwear,clothing,2000.0,10,50,Women's Clothing,1 set
18,1828,Lingerie,clothing,2650.0,10,50,Women's Clothing,1 set
18,1829,Dupatta,clothing,1350.0,10,50,Women's Clothing,1 piece
18,1830,Scarf,clothing,1075.0,10,50,Women's Clothing,1 piece
18,1831,T-Shirt,clothing,700.0,10,50,Kid's Clothing,1 piece
18,1832,Shirt,clothing,900.0,10,50,Kid's Clothing,1 piece
18,1833,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
18,1834,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
18,1835,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
18,1836,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
18,1837,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
18,1838,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
18,1839,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
18,1840,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
18,1841,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
18,1842,Belt,clothing,1625.0,10,50,Accessories,1 piece
18,1843,Watch,clothing,400.0,10,50,Accessories,1 piece
18,1844,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
18,1845,Wallet,clothing,2650.0,10,50,Accessories,1 piece
18,1846,Handbag,clothing,7900.0,10,50,Accessories,1 piece
18,1847,Backpack,clothing,4500.0,10,50,Accessories,1 piece
19,190,T-Shirt,clothing,875.0,10,50,Men's Clothing,1 piece
19,191,Shirt,clothing,1450.0,10,50,Men's Clothing,1 piece
19,192,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
19,193,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
19,194,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
19,195,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
19,196,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
19,197,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
19,198,Sherwani,clothing,27500.0,10,50,Men's Clothing,1 piece
19,199,Hoodie,clothing,1850.0,10,50,Men's Clothing,1 piece
19,1910,Sweater,clothing,1500.0,10,50,Men's Clothing,1 piece
19,1911,Jacket,clothing,4600.0,10,50,Men's Clothing,1 piece
19,1912,Innerwear,clothing,475.0,10,50,Men's Clothing,1 piece
19,1913,Socks,clothing,300.0,10,50,Men's Clothing,1 pair
19,1914,Cap,clothing,850.0,10,50,Men's Clothing,1 piece
19,1915,T-Shirt,clothing,1150.0,10,50,Women's Clothing,1 piece
19,1916,Shirt,clothing,1450.0,10,50,Women's Clothing,1 piece
19,1917,Jeans,clothing,2150.0,10,50,Women's Clothing,1 pair
19,1918,Leggings,clothing,900.0,10,50,Women's Clothing,1 pair
19,1919,Trousers,clothing,1550.0,10,50,Women's Clothing,1 pair
19,1920,Kurti,clothing,1750.0,10,50,Women's Clothing,1 piece
19,1921,Saree,clothing,25500.0,10,50,Women's Clothing,1 piece
19,1922,Lehenga,clothing,1250.0,10,50,Women's Clothing,1 set
19,1923,Salwar Suit,clothing,5400.0,10,50,Women's Clothing,1 set
19,1924,Hoodie,clothing,2150.0,10,50,Women's Clothing,1 piece
19,1925,Sweater,clothing,1750.0,10,50,Women's Clothing,1 piece
19,1926,Jacket,clothing,5750.0,10,50,Women's Clothing,1 piece
19,1927,Nightwear,clothing,2000.0,10,50,Women's Clothing,1 set
19,1928,Lingerie,clothing,2650.0,10,50,Women's Clothing,1 set
19,1929,Dupatta,clothing,1350.0,10,50,Women's Clothing,1 piece
19,1930,Scarf,clothing,1075.0,10,50,Women's Clothing,1 piece
19,1931,T-Shirt,clothing,700.0,10,50,Kid's Clothing,1 piece
19,1932,Shirt,clothing,900.0,10,50,Kid's Clothing,1 piece
19,1933,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
19,1934,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
19,1935,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
19,1936,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
19,1937,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
19,1938,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
19,1939,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
19,1940,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
19,1941,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
19,1942,Belt,clothing,1625.0,10,50,Accessories,1 piece
19,1943,Watch,clothing,400.0,10,50,Accessories,1 piece
19,1944,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
19,1945,Wallet,clothing,2650.0,10,50,Accessories,1 piece
19,1946,Handbag,clothing,7900.0,10,50,Accessories,1 piece
19,1947,Backpack,clothing,4500.0,10,50,Accessories,1 piece
20,200,T-Shirt,clothing,875.0,10,50,Men's Clothing,1 piece
20,201,Shirt,clothing,1450.0,10,50,Men's Clothing,1 piece
20,202,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
20,203,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
20,204,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
20,205,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
20,206,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
20,207,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
20,208,Sherwani,clothing,27500.0,10,50,Men's Clothing,1 piece
20,209,Hoodie,clothing,1850.0,10,50,Men's Clothing,1 piece
20,2010,Sweater,clothing,1500.0,10,50,Men's Clothing,1 piece
20,2011,Jacket,clothing,4600.0,10,50,Men's Clothing,1 piece
20,2012,Innerwear,clothing,475.0,10,50,Men's Clothing,1 piece
20,2013,Socks,clothing,300.0,10,50,Men's Clothing,1 pair
20,2014,Cap,clothing,850.0,10,50,Men's Clothing,1 piece
20,2015,T-Shirt,clothing,1150.0,10,50,Women's Clothing,1 piece
20,2016,Shirt,clothing,1450.0,10,50,Women's Clothing,1 piece
20,2017,Jeans,clothing,2150.0,10,50,Women's Clothing,1 pair
20,2018,Leggings,clothing,900.0,10,50,Women's Clothing,1 pair
20,2019,Trousers,clothing,1550.0,10,50,Women's Clothing,1 pair
20,2020,Kurti,clothing,1750.0,10,50,Women's Clothing,1 piece
20,2021,Saree,clothing,25500.0,10,50,Women's Clothing,1 piece
20,2022,Lehenga,clothing,1250.0,10,50,Women's Clothing,1 set
20,2023,Salwar Suit,clothing,5400.0,10,50,Women's Clothing,1 set
20,2024,Hoodie,clothing,2150.0,10,50,Women's Clothing,1 piece
20,2025,Sweater,clothing,1750.0,10,50,Women's Clothing,1 piece
20,2026,Jacket,clothing,5750.0,10,50,Women's Clothing,1 piece
20,2027,Nightwear,clothing,2000.0,10,50,Women's Clothing,1 set
20,2028,Lingerie,clothing,2650.0,10,50,Women's Clothing,1 set
20,2029,Dupatta,clothing,1350.0,10,50,Women's Clothing,1 piece
20,2030,Scarf,clothing,1075.0,10,50,Women's Clothing,1 piece
20,2031,T-Shirt,clothing,700.0,10,50,Kid's Clothing,1 piece
20,2032,Shirt,clothing,900.0,10,50,Kid's Clothing,1 piece
20,2033,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
20,2034,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
20,2035,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
20,2036,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
20,2037,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
20,2038,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
20,2039,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
20,2040,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
20,2041,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
20,2042,Belt,clothing,1625.0,10,50,Accessories,1 piece
20,2043,Watch,clothing,400.0,10,50,Accessories,1 piece
20,2044,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
20,2045,Wallet,clothing,2650.0,10,50,Accessories,1 piece
20,2046,Handbag,clothing,7900.0,10,50,Accessories,1 piece
20,2047,Backpack,clothing,4500.0,10,50,Accessories,1 piece
21,210,T-Shirt,clothing,875.0,10,50,Men's Clothing,1 piece
21,211,Shirt,clothing,1450.0,10,50,Men's Clothing,1 piece
21,212,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
21,213,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
21,214,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
21,215,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
21,216,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
21,217,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
21,218,Sherwani,clothing,27500.0,10,50,Men's Clothing,1 piece
21,219,Hoodie,clothing,1850.0,10,50,Men's Clothing,1 piece
21,2110,Sweater,clothing,1500.0,10,50,Men's Clothing,1 piece
21,2111,Jacket,clothing,4600.0,10,50,Men's Clothing,1 piece
21,2112,Innerwear,clothing,475.0,10,50,Men's Clothing,1 piece
21,2113,Socks,clothing,300.0,10,50,Men's Clothing,1 pair
21,2114,Cap,clothing,850.0,10,50,Men's Clothing,1 piece
21,2115,T-Shirt,clothing,1150.0,10,50,Women's Clothing,1 piece
21,2116,Shirt,clothing,1450.0,10,50,Women's Clothing,1 piece
21,2117,Jeans,clothing,2150.0,10,50,Women's Clothing,1 pair
21,2118,Leggings,clothing,900.0,10,50,Women's Clothing,1 pair
21,2119,Trousers,clothing,1550.0,10,50,Women's Clothing,1 pair
21,2120,Kurti,clothing,1750.0,10,50,Women's Clothing,1 piece
21,2121,Saree,clothing,25500.0,10,50,Women's Clothing,1 piece
21,2122,Lehenga,clothing,1250.0,10,50,Women's Clothing,1 set
21,2123,Salwar Suit,clothing,5400.0,10,50,Women's Clothing,1 set
21,2124,Hoodie,clothing,2150.0,10,50,Women's Clothing,1 piece
21,2125,Sweater,clothing,1750.0,10,50,Women's Clothing,1 piece
21,2126,Jacket,clothing,5750.0,10,50,Women's Clothing,1 piece
21,2127,Nightwear,clothing,2000.0,10,50,Women's Clothing,1 set
21,2128,Lingerie,clothing,2650.0,10,50,Women's Clothing,1 set
21,2129,Dupatta,clothing,1350.0,10,50,Women's Clothing,1 piece
21,2130,Scarf,clothing,1075.0,10,50,Women's Clothing,1 piece
21,2131,T-Shirt,clothing,700.0,10,50,Kid's Clothing,1 piece
21,2132,Shirt,clothing,900.0,10,50,Kid's Clothing,1 piece
21,2133,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
21,2134,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
21,2135,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
21,2136,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
21,2137,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
21,2138,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
21,2139,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
21,2140,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
21,2141,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
21,2142,Belt,clothing,1625.0,10,50,Accessories,1 piece
21,2143,Watch,clothing,400.0,10,50,Accessories,1 piece
21,2144,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
21,2145,Wallet,clothing,2650.0,10,50,Accessories,1 piece
21,2146,Handbag,clothing,7900.0,10,50,Accessories,1 piece
21,2147,Backpack,clothing,4500.0,10,50,Accessories,1 piece
22,220,T-Shirt,clothing,875.0,10,50,Men's Clothing,1 piece
22,221,Shirt,clothing,1450.0,10,50,Men's Clothing,1 piece
22,222,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
22,223,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
22,224,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
22,225,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
22,226,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
22,227,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
22,228,Sherwani,clothing,27500.0,10,50,Men's Clothing,1 piece
22,229,Hoodie,clothing,1850.0,10,50,Men's Clothing,1 piece
22,2210,Sweater,clothing,1500.0,10,50,Men's Clothing,1 piece
22,2211,Jacket,clothing,4600.0,10,50,Men's Clothing,1 piece
22,2212,Innerwear,clothing,475.0,10,50,Men's Clothing,1 piece
22,2213,Socks,clothing,300.0,10,50,Men's Clothing,1 pair
22,2214,Cap,clothing,850.0,10,50,Men's Clothing,1 piece
22,2215,T-Shirt,clothing,1150.0,10,50,Women's Clothing,1 piece
22,2216,Shirt,clothing,1450.0,10,50,Women's Clothing,1 piece
22,2217,Jeans,clothing,2150.0,10,50,Women's Clothing,1 pair
22,2218,Leggings,clothing,900.0,10,50,Women's Clothing,1 pair
22,2219,Trousers,clothing,1550.0,10,50,Women's Clothing,1 pair
22,2220,Kurti,clothing,1750.0,10,50,Women's Clothing,1 piece
22,2221,Saree,clothing,25500.0,10,50,Women's Clothing,1 piece
22,2222,Lehenga,clothing,1250.0,10,50,Women's Clothing,1 set
22,2223,Salwar Suit,clothing,5400.0,10,50,Women's Clothing,1 set
22,2224,Hoodie,clothing,2150.0,10,50,Women's Clothing,1 piece
22,2225,Sweater,clothing,1750.0,10,50,Women's Clothing,1 piece
22,2226,Jacket,clothing,5750.0,10,50,Women's Clothing,1 piece
22,2227,Nightwear,clothing,2000.0,10,50,Women's Clothing,1 set
22,2228,Lingerie,clothing,2650.0,10,50,Women's Clothing,1 set
22,2229,Dupatta,clothing,1350.0,10,50,Women's Clothing,1 piece
22,2230,Scarf,clothing,1075.0,10,50,Women's Clothing,1 piece
22,2231,T-Shirt,clothing,700.0,10,50,Kid's Clothing,1 piece
22,2232,Shirt,clothing,900.0,10,50,Kid's Clothing,1 piece
22,2233,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
22,2234,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
22,2235,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
22,2236,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
22,2237,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
22,2238,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
22,2239,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
22,2240,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
22,2241,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
22,2242,Belt,clothing,1625.0,10,50,Accessories,1 piece
22,2243,Watch,clothing,400.0,10,50,Accessories,1 piece
22,2244,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
22,2245,Wallet,clothing,2650.0,10,50,Accessories,1 piece
22,2246,Handbag,clothing,7900.0,10,50,Accessories,1 piece
22,2247,Backpack,clothing,4500.0,10,50,Accessories,1 piece
23,230,T-Shirt,clothing,875.0,10,50,Men's Clothing,1 piece
23,231,Shirt,clothing,1450.0,10,50,Men's Clothing,1 piece
23,232,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
23,233,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
23,234,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
23,235,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
23,236,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
23,237,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
23,238,Sherwani,clothing,27500.0,10,50,Men's Clothing,1 piece
23,239,Hoodie,clothing,1850.0,10,50,Men's Clothing,1 piece
23,2310,Sweater,clothing,1500.0,10,50,Men's Clothing,1 piece
23,2311,Jacket,clothing,4600.0,10,50,Men's Clothing,1 piece
23,2312,Innerwear,clothing,475.0,10,50,Men's Clothing,1 piece
23,2313,Socks,clothing,300.0,10,50,Men's Clothing,1 pair
23,2314,Cap,clothing,850.0,10,50,Men's Clothing,1 piece
23,2315,T-Shirt,clothing,1150.0,10,50,Women's Clothing,1 piece
23,2316,Shirt,clothing,1450.0,10,50,Women's Clothing,1 piece
23,2317,Jeans,clothing,2150.0,10,50,Women's Clothing,1 pair
23,2318,Leggings,clothing,900.0,10,50,Women's Clothing,1 pair
23,2319,Trousers,clothing,1550.0,10,50,Women's Clothing,1 pair
23,2320,Kurti,clothing,1750.0,10,50,Women's Clothing,1 piece
23,2321,Saree,clothing,25500.0,10,50,Women's Clothing,1 piece
23,2322,Lehenga,clothing,1250.0,10,50,Women's Clothing,1 set
23,2323,Salwar Suit,clothing,5400.0,10,50,Women's Clothing,1 set
23,2324,Hoodie,clothing,2150.0,10,50,Women's Clothing,1 piece
23,2325,Sweater,clothing,1750.0,10,50,Women's Clothing,1 piece
23,2326,Jacket,clothing,5750.0,10,50,Women's Clothing,1 piece
23,2327,Nightwear,clothing,2000.0,10,50,Women's Clothing,1 set
23,2328,Lingerie,clothing,2650.0,10,50,Women's Clothing,1 set
23,2329,Dupatta,clothing,1350.0,10,50,Women's Clothing,1 piece
23,2330,Scarf,clothing,1075.0,10,50,Women's Clothing,1 piece
23,2331,T-Shirt,clothing,700.0,10,50,Kid's Clothing,1 piece
23,2332,Shirt,clothing,900.0,10,50,Kid's Clothing,1 piece
23,2333,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
23,2334,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
23,2335,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
23,2336,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
23,2337,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
23,2338,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
23,2339,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
23,2340,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
23,2341,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
23,2342,Belt,clothing,1625.0,10,50,Accessories,1 piece
23,2343,Watch,clothing,400.0,10,50,Accessories,1 piece
23,2344,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
23,2345,Wallet,clothing,2650.0,10,50,Accessories,1 piece
23,2346,Handbag,clothing,7900.0,10,50,Accessories,1 piece
23,2347,Backpack,clothing,4500.0,10,50,Accessories,1 piece
24,240,T-Shirt,clothing,875.0,10,47,Men's Clothing,1 piece
24,241,Shirt,clothing,1450.0,10,49,Men's Clothing,1 piece
24,242,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
24,243,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
24,244,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
24,245,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
24,246,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
24,247,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
24,248,Sherwani,clothing,27500.0,10,50,Men's Clothing,1 piece
24,249,Hoodie,clothing,1850.0,10,50,Men's Clothing,1 piece
24,2410,Sweater,clothing,1500.0,10,50,Men's Clothing,1 piece
24,2411,Jacket,clothing,4600.0,10,50,Men's Clothing,1 piece
24,2412,Innerwear,clothing,475.0,10,50,Men's Clothing,1 piece
24,2413,Socks,clothing,300.0,10,50,Men's Clothing,1 pair
24,2414,Cap,clothing,850.0,10,50,Men's Clothing,1 piece
24,2415,T-Shirt,clothing,1150.0,10,47,Women's Clothing,1 piece
24,2416,Shirt,clothing,1450.0,10,49,Women's Clothing,1 piece
24,2417,Jeans,clothing,2150.0,10,50,Women's Clothing,1 pair
24,2418,Leggings,clothing,900.0,10,50,Women's Clothing,1 pair
24,2419,Trousers,clothing,1550.0,10,50,Women's Clothing,1 pair
24,2420,Kurti,clothing,1750.0,10,50,Women's Clothing,1 piece
24,2421,Saree,clothing,25500.0,10,50,Women's Clothing,1 piece
24,2422,Lehenga,clothing,1250.0,10,50,Women's Clothing,1 set
24,2423,Salwar Suit,clothing,5400.0,10,50,Women's Clothing,1 set
24,2424,Hoodie,clothing,2150.0,10,50,Women's Clothing,1 piece
24,2425,Sweater,clothing,1750.0,10,50,Women's Clothing,1 piece
24,2426,Jacket,clothing,5750.0,10,50,Women's Clothing,1 piece
24,2427,Nightwear,clothing,2000.0,10,50,Women's Clothing,1 set
24,2428,Lingerie,clothing,2650.0,10,50,Women's Clothing,1 set
24,2429,Dupatta,clothing,1350.0,10,50,Women's Clothing,1 piece
24,2430,Scarf,clothing,1075.0,10,50,Women's Clothing,1 piece
24,2431,T-Shirt,clothing,700.0,10,47,Kid's Clothing,1 piece
24,2432,Shirt,clothing,900.0,10,49,Kid's Clothing,1 piece
24,2433,Jeans,clothing,1550.0,10,50,Kid's Clothing,1 pair
24,2434,Shorts,clothing,750.0,10,50,Kid's Clothing,1 pair
24,2435,Frock,clothing,2750.0,10,50,Kid's Clothing,1 piece
24,2436,Hoodie,clothing,1500.0,10,50,Kid's Clothing,1 piece
24,2437,Sweater,clothing,1200.0,10,50,Kid's Clothing,1 piece
24,2438,Jacket,clothing,3000.0,10,50,Kid's Clothing,1 piece
24,2439,School Uniform,clothing,3100.0,10,50,Kid's Clothing,1 set
24,2440,Socks,clothing,190.0,10,50,Kid's Clothing,1 pair
24,2441,Cap,clothing,675.0,10,50,Kid's Clothing,1 piece
24,2442,Belt,clothing,1625.0,10,50,Accessories,1 piece
24,2443,Watch,clothing,400.0,10,50,Accessories,1 piece
24,2444,Sunglasses,clothing,5200.0,10,50,Accessories,1 piece
24,2445,Wallet,clothing,2650.0,10,50,Accessories,1 piece
24,2446,Handbag,clothing,7900.0,10,50,Accessories,1 piece
24,2447,Backpack,clothing,4500.0,10,50,Accessories,1 piece
25,250,T-Shirt,clothing,875.0,10,50,Men's Clothing,1 piece
25,251,Shirt,clothing,1450.0,10,50,Men's Clothing,1 piece
25,252,Jeans,clothing,1900.0,10,50,Men's Clothing,1 pair
25,253,Trousers,clothing,1550.0,10,50,Men's Clothing,1 pair
25,254,Shorts,clothing,950.0,10,50,Men's Clothing,1 pair
25,255,Blazer,clothing,6000.0,10,50,Men's Clothing,1 piece
25,256,Suit,clothing,14000.0,10,50,Men's Clothing,1 set
25,257,Kurta,clothing,2300.0,10,50,Men's Clothing,1 piece
